Attempts
Date,Attempted
2015-06-01,34
2015-06-02,30
2015-06-03,31
2015-06-04,98
2015-06-05,126
2015-06-06,145
2015-06-07,91
2015-06-08,59
2015-06-09,72
2015-06-10,43
2015-06-11,74
2015-06-12,141
2015-06-13,130
2015-06-14,59
2015-06-15,87
2015-06-16,60
2015-06-17,75
2015-06-18,94
2015-06-19,145
2015-06-20,149
2015-06-21,87
2015-06-22,123
2015-06-23,119
2015-06-24,114
2015-06-25,139
2015-06-26,193
2015-06-27,193
2015-06-28,113
2015-06-29,121
2015-06-30,81

climbing routes
Date,Route,Attempted,Succeeded,Success Percentage
2015-06-06,Disappointment Cleaver,2,0,0.0
2015-06-06,Ptarmigan RIngraham Directge,2,2,1.0
2015-06-06,Disappointment Cleaver,2,0,0.0
2015-06-06,Emmons-Winthrop,3,2,0.666666667
2015-06-06,Little Tahoma,5,0,0.0
2015-06-06,Emmons-Winthrop,2,2,1.0
2015-06-06,Little Tahoma,6,6,1.0
2015-06-06,Disappointment Cleaver,12,12,1.0
2015-06-06,Disappointment Cleaver,10,7,0.7
2015-06-06,Mowich Face,2,0,0.0
2015-06-06,glacier only - no summit attempt,1,0,0.0
2015-06-06,Liberty RIngraham Directge,2,2,1.0
2015-06-06,glacier only - no summit attempt,3,0,0.0
2015-06-06,glacier only - no summit attempt,1,0,0.0
2015-06-06,Disappointment Cleaver,2,0,0.0
2015-06-06,glacier only - no summit attempt,1,0,0.0
2015-06-06,Disappointment Cleaver,2,2,1.0
2015-06-06,Disappointment Cleaver,3,3,1.0
2015-06-06,Disappointment Cleaver,2,0,0.0
2015-06-06,Disappointment Cleaver,5,0,0.0
2015-06-06,glacier only - no summit attempt,2,0,0.0
2015-06-06,Disappointment Cleaver,4,0,0.0
2015-06-06,Disappointment Cleaver,3,3,1.0
2015-06-06,Disappointment Cleaver,3,0,0.0
2015-06-06,Disappointment Cleaver,3,3,1.0
2015-06-06,Disappointment Cleaver,4,4,1.0
2015-06-06,Fuhrers Finger,2,0,0.0
2015-06-06,Success Cleaver,2,2,1.0
2015-06-06,Disappointment Cleaver,4,2,0.5
2015-06-06,glacier only - no summit attempt,1,0,0.0
2015-06-06,Disappointment Cleaver,5,5,1.0
2015-06-06,Disappointment Cleaver,1,1,1.0
2015-06-06,Emmons-Winthrop,2,0,0.0
2015-06-06,Little Tahoma,3,3,1.0
2015-06-06,Disappointment Cleaver,2,2,1.0
2015-06-05,Disappointment Cleaver,4,4,1.0
2015-06-05,Disappointment Cleaver,6,0,0.0
2015-06-05,Disappointment Cleaver,2,0,0.0
2015-06-05,Emmons-Winthrop,3,3,1.0
2015-06-05,Liberty RIngraham Directge,2,2,1.0
2015-06-05,Emmons-Winthrop,4,4,1.0
2015-06-05,Emmons-Winthrop,4,4,1.0
2015-06-05,Emmons-Winthrop,4,4,1.0
2015-06-05,Emmons-Winthrop,4,4,1.0
2015-06-05,Disappointment Cleaver,4,4,1.0
2015-06-05,Disappointment Cleaver,4,4,1.0
2015-06-05,Tahoma Cleaver,3,3,1.0
2015-06-05,Emmons-Winthrop,3,0,0.0
2015-06-05,Disappointment Cleaver,3,3,1.0
2015-06-05,Disappointment Cleaver,12,12,1.0
2015-06-05,Disappointment Cleaver,2,0,0.0
2015-06-05,Liberty RIngraham Directge,2,2,1.0
2015-06-05,Disappointment Cleaver,2,2,1.0
2015-06-05,Disappointment Cleaver,4,4,1.0
2015-06-05,Fuhrers Finger,5,0,0.0
2015-06-05,Disappointment Cleaver,2,0,0.0
2015-06-05,Disappointment Cleaver,4,4,1.0
2015-06-05,Disappointment Cleaver,6,0,0.0
2015-06-05,Emmons-Winthrop,3,3,1.0
2015-06-05,Kautz Glacier,4,3,0.75
2015-06-05,Disappointment Cleaver,12,9,0.75
2015-06-05,Disappointment Cleaver,12,12,1.0
2015-06-05,Disappointment Cleaver,3,3,1.0
2015-06-05,Kautz Glacier,3,3,1.0
2015-06-04,Disappointment Cleaver,3,0,0.0
2015-06-04,Disappointment Cleaver,3,0,0.0
2015-06-04,Disappointment Cleaver,8,8,1.0
2015-06-04,Emmons-Winthrop,3,3,1.0
2015-06-04,Disappointment Cleaver,8,0,0.0
2015-06-04,Liberty RIngraham Directge,2,2,1.0
2015-06-04,Disappointment Cleaver,5,5,1.0
2015-06-04,Disappointment Cleaver,3,3,1.0
2015-06-04,Disappointment Cleaver,4,0,0.0
2015-06-04,Disappointment Cleaver,8,0,0.0
2015-06-04,Disappointment Cleaver,2,0,0.0
2015-06-04,Disappointment Cleaver,3,3,1.0
2015-06-04,Disappointment Cleaver,3,0,0.0
2015-06-04,Disappointment Cleaver,4,0,0.0
2015-06-04,Disappointment Cleaver,12,0,0.0
2015-06-04,Disappointment Cleaver,1,1,1.0
2015-06-04,Disappointment Cleaver,12,10,0.833333333
2015-06-04,Emmons-Winthrop,4,4,1.0
2015-06-04,Liberty RIngraham Directge,2,2,1.0
2015-06-04,Disappointment Cleaver,4,0,0.0
2015-06-04,Disappointment Cleaver,2,2,1.0
2015-06-04,Liberty RIngraham Directge,2,0,0.0
2015-06-03,Disappointment Cleaver,3,0,0.0
2015-06-03,Liberty RIngraham Directge,2,2,1.0
2015-06-03,Disappointment Cleaver,5,3,0.6
2015-06-03,Disappointment Cleaver,12,9,0.75
2015-06-03,Disappointment Cleaver,9,9,1.0
2015-06-02,Emmons-Winthrop,4,0,0.0
2015-06-02,Kautz Glacier,11,10,0.9090909090000001
2015-06-02,Disappointment Cleaver,11,0,0.0
2015-06-02,Kautz Glacier,2,2,1.0
2015-06-02,Kautz Glacier,2,0,0.0
2015-06-01,Disappointment Cleaver,11,0,0.0
2015-06-01,Disappointment Cleaver,12,11,0.916666667
2015-06-01,Disappointment Cleaver,8,7,0.875
2015-06-01,Emmons-Winthrop,3,0,0.0

Weatherlog 2015630
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,53,34,5.916666667
Emmons-Winthrop,16,9,1.363636364
Kautz Glacier,12,9,0.75

Totals
,Battery Voltage AVG,13.4275
,Temperature AVG,48.49208333
,Relative Humidity AVG,50.48333333
,Wind Speed Daily AVG,2.755416667
,Wind Direction AVG,183.66875
,Solare Radiation AVG,328.7606667

Weatherlog 2015629
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,94,61,7.333333334000001
Emmons-Winthrop,20,14,3.25
Kautz Glacier,7,5,2.0

Totals
,Battery Voltage AVG,13.4475
,Temperature AVG,48.94125
,Relative Humidity AVG,56.53375
,Wind Speed Daily AVG,11.08508333
,Wind Direction AVG,229.85291669999998
,Solare Radiation AVG,354.126125

Weatherlog 2015628
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,61,21,3.25
Emmons-Winthrop,26,19,3.0
Kautz Glacier,24,12,1.0
Liberty RIngraham Directge,2,0,0.0

Totals
,Battery Voltage AVG,13.62
,Temperature AVG,55.05083333
,Relative Humidity AVG,49.77
,Wind Speed Daily AVG,8.242
,Wind Direction AVG,243.3878333
,Solare Radiation AVG,184.279375

Weatherlog 2015627
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,104,35,7.5
Emmons-Winthrop,34,11,3.333333333
Kautz Glacier,43,19,3.0
Little Tahoma,12,0,0.0

Totals
,Battery Voltage AVG,13.44375
,Temperature AVG,54.57583333
,Relative Humidity AVG,40.18583333
,Wind Speed Daily AVG,18.14608333
,Wind Direction AVG,278.59166669999996
,Solare Radiation AVG,245.01154169999998

Weatherlog 2015626
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,144,62,10.633333333000001
Emmons-Winthrop,27,17,3.833333333
Kautz Cleaver,3,0,0.0
Kautz Glacier,10,2,1.0
Liberty RIngraham Directge,3,3,1.0
Mowich Face,2,0,0.0
Ptarmigan RIngraham Directge,3,0,0.0
glacier only - no summit attempt,1,0,0.0

Totals
,Battery Voltage AVG,13.43375
,Temperature AVG,53.75416667
,Relative Humidity AVG,35.88125
,Wind Speed Daily AVG,13.615125
,Wind Direction AVG,276.0791667
,Solare Radiation AVG,353.99733330000004

Weatherlog 2015625
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,81,53,7.782900433
Emmons-Winthrop,49,36,4.733333334
Kautz Glacier,3,3,1.0
Liberty RIngraham Directge,2,2,1.0
Little Tahoma,2,0,0.0
glacier only - no summit attempt,2,0,0.0

Totals
,Battery Voltage AVG,13.46291667
,Temperature AVG,49.23875
,Relative Humidity AVG,37.54708333
,Wind Speed Daily AVG,5.079166667
,Wind Direction AVG,143.1625
,Solare Radiation AVG,353.6944583

Weatherlog 2015624
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,92,64,8.032828282
Emmons-Winthrop,12,5,2.0
Little Tahoma,2,1,0.5
Ptarmigan RIngraham Directge,2,0,0.0
Tahoma Glacier,4,2,1.0
glacier only - no summit attempt,2,0,0.0

Totals
,Battery Voltage AVG,13.51791667
,Temperature AVG,39.39958333
,Relative Humidity AVG,69.98416667
,Wind Speed Daily AVG,9.057708332999999
,Wind Direction AVG,216.18208330000002
,Solare Radiation AVG,248.0507917

Weatherlog 2015623
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,68,68,12.25
Emmons-Winthrop,24,18,2.75
Kautz Glacier,27,23,2.6666666660000002

Totals
,Battery Voltage AVG,13.5425
,Temperature AVG,38.03375
,Relative Humidity AVG,43.06458333
,Wind Speed Daily AVG,5.631583332999999
,Wind Direction AVG,148.7572917
,Solare Radiation AVG,351.3125

Weatherlog 2015622
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,73,27,5.1363636360000005
Emmons-Winthrop,22,20,4.833333333
Kautz Glacier,18,11,3.0
Liberty RIngraham Directge,2,2,1.0
Little Tahoma,8,8,1.0

Totals
,Battery Voltage AVG,13.55458333
,Temperature AVG,31.41125
,Relative Humidity AVG,80.40458333
,Wind Speed Daily AVG,13.34379167
,Wind Direction AVG,242.9666667
,Solare Radiation AVG,240.7595833

Weatherlog 2015621
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,46,26,2.1666666670000003
Emmons-Winthrop,19,12,1.75
Ingraham Direct,4,0,0.0
Kautz Glacier,18,3,1.0

Totals
,Battery Voltage AVG,13.4925
,Temperature AVG,33.59208333
,Relative Humidity AVG,49.67583333
,Wind Speed Daily AVG,19.79295833
,Wind Direction AVG,273.6166667
,Solare Radiation AVG,297.3104583

Weatherlog 2015620
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,97,54,8.299783549999999
Emmons-Winthrop,35,21,3.916666667
Kautz Cleaver,4,2,1.0
Kautz Glacier,5,5,2.0
Little Tahoma,6,4,1.0
Ptarmigan RIngraham Directge,2,2,1.0

Totals
,Battery Voltage AVG,13.54625
,Temperature AVG,35.0875
,Relative Humidity AVG,40.37208333
,Wind Speed Daily AVG,2.47725
,Wind Direction AVG,149.27625
,Solare Radiation AVG,358.7460833

Weatherlog 2015619
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,84,49,10.5
Emmons-Winthrop,30,24,6.0
Little Tahoma,8,7,0.875
Mowich Face,2,2,1.0
Ptarmigan RIngraham Directge,5,3,1.0
Sunset RIngraham Directge,2,0,0.0
glacier only - no summit attempt,14,0,0.0

Totals
,Battery Voltage AVG,13.55291667
,Temperature AVG,31.90166667
,Relative Humidity AVG,65.75875
,Wind Speed Daily AVG,9.339041667
,Wind Direction AVG,177.5125
,Solare Radiation AVG,329.4286667

Weatherlog 2015618
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,72,43,7.083333334
Emmons-Winthrop,20,16,4.216666667
glacier only - no summit attempt,2,0,0.0

Totals
,Battery Voltage AVG,13.58083333
,Temperature AVG,33.13291667
,Relative Humidity AVG,74.27791667
,Wind Speed Daily AVG,29.12291667
,Wind Direction AVG,112.52875
,Solare Radiation AVG,244.1792917

Weatherlog 2015617
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,66,39,4.742424242
Emmons-Winthrop,7,0,0.0
Liberty RIngraham Directge,2,0,0.0

Totals
,Battery Voltage AVG,13.50916667
,Temperature AVG,40.29708333
,Relative Humidity AVG,39.14
,Wind Speed Daily AVG,9.701375
,Wind Direction AVG,19.75291667
,Solare Radiation AVG,358.0332917

Weatherlog 2015616
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,38,30,8.272727272000001
Emmons-Winthrop,6,6,2.0
Kautz Glacier,12,10,0.833333333
Liberty RIngraham Directge,4,4,1.0

Totals
,Battery Voltage AVG,13.56625
,Temperature AVG,38.61666667
,Relative Humidity AVG,33.18291667
,Wind Speed Daily AVG,9.260916667
,Wind Direction AVG,28.18208333
,Solare Radiation AVG,352.22116669999997

Weatherlog 2015615
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,58,43,6.833333334000001
Emmons-Winthrop,29,23,3.0000000009999996

Totals
,Battery Voltage AVG,13.55
,Temperature AVG,35.51375
,Relative Humidity AVG,64.3275
,Wind Speed Daily AVG,7.011958333
,Wind Direction AVG,29.11708333
,Solare Radiation AVG,343.898

Weatherlog 2015614
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,33,24,5.6363636360000005
Emmons-Winthrop,9,9,3.0
Fuhrers Finger,5,0,0.0
Kautz Glacier,12,12,1.0

Totals
,Battery Voltage AVG,13.5325
,Temperature AVG,32.69458333
,Relative Humidity AVG,70.2725
,Wind Speed Daily AVG,2.7260000000000004
,Wind Direction AVG,30.691
,Solare Radiation AVG,362.93758330000003

Weatherlog 2015613
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,75,62,10.166666667
Emmons-Winthrop,46,33,8.166666667
Fuhrers Finger,3,0,0.0
Kautz Glacier,1,1,1.0
Liberty RIngraham Directge,5,3,1.0

Totals
,Battery Voltage AVG,13.54208333
,Temperature AVG,31.21583333
,Relative Humidity AVG,45.76625
,Wind Speed Daily AVG,1.7863333330000002
,Wind Direction AVG,29.30041667
,Solare Radiation AVG,364.5174167

Weatherlog 2015612
Route,Attempted,Succeeded,Success Percentage
Curtis RIngraham Directge,2,2,1.0
Disappointment Cleaver,70,39,5.921428571
Emmons-Winthrop,58,49,8.111111111
Fuhrers Finger,2,2,1.0
Kautz Glacier,2,0,0.0
Liberty RIngraham Directge,2,2,1.0
Little Tahoma,3,3,1.0
Ptarmigan RIngraham Directge,2,2,1.0

Totals
,Battery Voltage AVG,13.54583333
,Temperature AVG,39.88916667
,Relative Humidity AVG,12.741125
,Wind Speed Daily AVG,14.657875
,Wind Direction AVG,33.32166667
,Solare Radiation AVG,368.0560833

Weatherlog 2015611
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,51,18,1.5833333330000001
Emmons-Winthrop,15,3,1.0
Kautz Glacier,6,0,0.0
Little Tahoma,2,2,1.0

Totals
,Battery Voltage AVG,13.50208333
,Temperature AVG,46.22875
,Relative Humidity AVG,29.61541667
,Wind Speed Daily AVG,19.002875
,Wind Direction AVG,21.64041667
,Solare Radiation AVG,344.787375

Weatherlog 2015610
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,38,25,2.083333333
Emmons-Winthrop,5,0,0.0

Totals
,Battery Voltage AVG,13.48
,Temperature AVG,48.69
,Relative Humidity AVG,13.59708333
,Wind Speed Daily AVG,4.309125
,Wind Direction AVG,22.21325
,Solare Radiation AVG,363.666625

Weatherlog 201569
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,37,29,3.3181818180000002
Emmons-Winthrop,16,8,1.6666666669999999
Fuhrers Finger,3,0,0.0
Kautz Glacier,11,0,0.0
Liberty RIngraham Directge,5,2,1.0

Totals
,Battery Voltage AVG,13.515
,Temperature AVG,48.62875
,Relative Humidity AVG,20.28375
,Wind Speed Daily AVG,9.727375
,Wind Direction AVG,55.14583333
,Solare Radiation AVG,362.4339167

Weatherlog 201568
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,57,35,6.0772727269999995
Emmons-Winthrop,2,2,1.0

Totals
,Battery Voltage AVG,13.45958333
,Temperature AVG,52.22875
,Relative Humidity AVG,28.745
,Wind Speed Daily AVG,13.1705
,Wind Direction AVG,253.20625
,Solare Radiation AVG,356.6964583

Weatherlog 201567
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,47,39,6.433333332999999
Emmons-Winthrop,26,21,2.5833333339999998
Kautz Cleaver,2,0,0.0
Kautz Glacier,12,4,0.444444444
Little Tahoma,2,2,1.0
glacier only - no summit attempt,2,0,0.0

Totals
,Battery Voltage AVG,13.45166667
,Temperature AVG,53.21166667
,Relative Humidity AVG,30.91625
,Wind Speed Daily AVG,3.1011666669999998
,Wind Direction AVG,217.22883330000002
,Solare Radiation AVG,355.6503333

Weatherlog 201566
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,93,53,11.836363636
Emmons-Winthrop,7,4,1.6666666669999999
Fuhrers Finger,2,0,0.0
Liberty RIngraham Directge,2,2,1.0
Little Tahoma,26,9,2.0
Mowich Face,2,0,0.0
Ptarmigan RIngraham Directge,2,2,1.0
Success Cleaver,2,2,1.0
glacier only - no summit attempt,9,0,0.0

Totals
,Battery Voltage AVG,13.49041667
,Temperature AVG,47.80666667
,Relative Humidity AVG,19.34166667
,Wind Speed Daily AVG,3.136458333
,Wind Direction AVG,265.0845833
,Solare Radiation AVG,353.86870830000004

Weatherlog 201565
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,82,61,10.75
Emmons-Winthrop,25,22,6.0
Fuhrers Finger,5,0,0.0
Kautz Glacier,7,6,1.75
Liberty RIngraham Directge,4,4,2.0
Tahoma Cleaver,3,3,1.0

Totals
,Battery Voltage AVG,13.53208333
,Temperature AVG,38.94666667
,Relative Humidity AVG,50.58708333
,Wind Speed Daily AVG,5.9370833329999995
,Wind Direction AVG,153.6
,Solare Radiation AVG,359.3387917

Weatherlog 201564
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,85,32,6.833333333
Emmons-Winthrop,7,7,2.0
Liberty RIngraham Directge,6,4,2.0

Totals
,Battery Voltage AVG,13.54416667
,Temperature AVG,34.46166667
,Relative Humidity AVG,62.99416667
,Wind Speed Daily AVG,4.006708333
,Wind Direction AVG,164.18625
,Solare Radiation AVG,363.1519583

Weatherlog 201563
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,29,21,2.35
Liberty RIngraham Directge,2,2,1.0

Totals
,Battery Voltage AVG,13.54
,Temperature AVG,29.01333333
,Relative Humidity AVG,85.95333333
,Wind Speed Daily AVG,2.220333333
,Wind Direction AVG,227.6720833
,Solare Radiation AVG,284.8479167

Weatherlog 201562
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,11,0,0.0
Emmons-Winthrop,4,0,0.0
Kautz Glacier,15,12,1.9090909090000001

Totals
,Battery Voltage AVG,13.59708333
,Temperature AVG,25.92333333
,Relative Humidity AVG,96.78333333
,Wind Speed Daily AVG,8.679666667000001
,Wind Direction AVG,263.1208333
,Solare Radiation AVG,272.3627917

Weatherlog 201561
Route,Attempted,Succeeded,Success Percentage
Disappointment Cleaver,31,18,1.7916666669999999
Emmons-Winthrop,3,0,0.0

Totals
,Battery Voltage AVG,13.43291667
,Temperature AVG,32.82458333
,Relative Humidity AVG,87.04375
,Wind Speed Daily AVG,10.558625
,Wind Direction AVG,234.41875
,Solare Radiation AVG,144.2045
